% start	end	CellId	IMSI	RNTI	LCID	nTxPDUs	TxBytes	nRxPDUs	RxBytes	delay	stdDev	min	max	PduSize	stdDev	min	max
0	0.25	1	1	39	3	32	15448	0	0	0	0	0	0	0	0	0	0	
0	0.25	1	2	90	3	28	13252	0	0	0	0	0	0	0	0	0	0	
0	0.25	1	3	10	3	32	15448	0	0	0	0	0	0	0	0	0	0	
0	0.25	1	4	44	3	30	14350	0	0	0	0	0	0	0	0	0	0	
0	0.25	1	5	78	3	30	14350	0	0	0	0	0	0	0	0	0	0	
0	0.25	1	6	20	3	32	15448	0	0	0	0	0	0	0	0	0	0	
0	0.25	1	7	52	3	30	14350	0	0	0	0	0	0	0	0	0	0	
0	0.25	1	8	83	3	28	13252	0	0	0	0	0	0	0	0	0	0	
0	0.25	1	9	65	3	30	14350	0	0	0	0	0	0	0	0	0	0	
0	0.25	1	10	31	3	32	15448	0	0	0	0	0	0	0	0	0	0	
0	0.25	1	11	1	3	38	15562	0	0	0	0	0	0	0	0	0	0	
0	0.25	1	12	59	3	30	14350	0	0	0	0	0	0	0	0	0	0	
0	0.25	1	13	87	3	28	13252	0	0	0	0	0	0	0	0	0	0	
0	0.25	1	14	72	3	30	14350	0	0	0	0	0	0	0	0	0	0	
0	0.25	1	15	92	3	28	13252	0	0	0	0	0	0	0	0	0	0	
0.25	0.5	1	1	39	3	32	17568	0	0	0	0	0	0	0	0	0	0	
0.25	0.5	1	2	90	3	34	18666	0	0	0	0	0	0	0	0	0	0	
0.25	0.5	1	3	10	3	34	18666	0	0	0	0	0	0	0	0	0	0	
0.25	0.5	1	4	44	3	34	18666	0	0	0	0	0	0	0	0	0	0	
0.25	0.5	1	5	78	3	32	17568	0	0	0	0	0	0	0	0	0	0	
0.25	0.5	1	6	20	3	34	18666	0	0	0	0	0	0	0	0	0	0	
0.25	0.5	1	7	52	3	34	18666	0	0	0	0	0	0	0	0	0	0	
0.25	0.5	1	8	83	3	34	18666	0	0	0	0	0	0	0	0	0	0	
0.25	0.5	1	9	65	3	32	17568	0	0	0	0	0	0	0	0	0	0	
0.25	0.5	1	10	31	3	32	17568	0	0	0	0	0	0	0	0	0	0	
0.25	0.5	1	11	1	3	34	18666	0	0	0	0	0	0	0	0	0	0	
0.25	0.5	1	12	59	3	34	18666	0	0	0	0	0	0	0	0	0	0	
0.25	0.5	1	13	87	3	34	18666	0	0	0	0	0	0	0	0	0	0	
0.25	0.5	1	14	72	3	32	17568	0	0	0	0	0	0	0	0	0	0	
0.25	0.5	1	15	92	3	34	18666	0	0	0	0	0	0	0	0	0	0	
0.5	0.75	1	1	39	3	34	18666	0	0	0	0	0	0	0	0	0	0	
0.5	0.75	1	2	90	3	32	17568	0	0	0	0	0	0	0	0	0	0	
0.5	0.75	1	3	10	3	34	18666	0	0	0	0	0	0	0	0	0	0	
0.5	0.75	1	4	44	3	34	18666	0	0	0	0	0	0	0	0	0	0	
0.5	0.75	1	5	78	3	34	18666	0	0	0	0	0	0	0	0	0	0	
0.5	0.75	1	6	20	3	32	17568	0	0	0	0	0	0	0	0	0	0	
0.5	0.75	1	7	52	3	34	18666	0	0	0	0	0	0	0	0	0	0	
0.5	0.75	1	8	83	3	34	18666	0	0	0	0	0	0	0	0	0	0	
0.5	0.75	1	9	65	3	34	18666	0	0	0	0	0	0	0	0	0	0	
0.5	0.75	1	10	31	3	34	18666	0	0	0	0	0	0	0	0	0	0	
0.5	0.75	1	11	1	3	34	18666	0	0	0	0	0	0	0	0	0	0	
0.5	0.75	1	12	59	3	32	17568	0	0	0	0	0	0	0	0	0	0	
0.5	0.75	1	13	87	3	32	17568	0	0	0	0	0	0	0	0	0	0	
0.5	0.75	1	14	72	3	34	18666	0	0	0	0	0	0	0	0	0	0	
0.5	0.75	1	15	92	3	32	17568	0	0	0	0	0	0	0	0	0	0	
0.75	1	1	1	39	3	20	10980	0	0	0	0	0	0	0	0	0	0	
0.75	1	1	2	90	3	20	10980	0	0	0	0	0	0	0	0	0	0	
0.75	1	1	3	10	3	20	10980	0	0	0	0	0	0	0	0	0	0	
0.75	1	1	4	44	3	20	10980	0	0	0	0	0	0	0	0	0	0	
0.75	1	1	5	78	3	20	10980	0	0	0	0	0	0	0	0	0	0	
0.75	1	1	6	20	3	20	10980	0	0	0	0	0	0	0	0	0	0	
0.75	1	1	7	52	3	20	10980	0	0	0	0	0	0	0	0	0	0	
0.75	1	1	8	83	3	20	10980	0	0	0	0	0	0	0	0	0	0	
0.75	1	1	9	65	3	20	10980	0	0	0	0	0	0	0	0	0	0	
0.75	1	1	10	31	3	20	10980	0	0	0	0	0	0	0	0	0	0	
0.75	1	1	11	1	3	20	10980	0	0	0	0	0	0	0	0	0	0	
0.75	1	1	12	59	3	20	10980	0	0	0	0	0	0	0	0	0	0	
0.75	1	1	13	87	3	20	10980	0	0	0	0	0	0	0	0	0	0	
0.75	1	1	14	72	3	20	10980	0	0	0	0	0	0	0	0	0	0	
0.75	1	1	15	92	3	20	10980	0	0	0	0	0	0	0	0	0	0	
